Mobile_name,Brand,Price,OS,Usage,Reviews,Purchase_link,Sentiment_Score
Oppo Find X7 Pro,Oppo,44819.33,Android,productivity,"Amazing surprise with the excellent screen and the battery functioning smoothly always.||Did not expect such great usability and design, this phone truly shocked me.||Moderate portability and acceptable screen, suitable for everyday simple activities.||Moderate software and acceptable display, suitable for everyday simple activities.||Amazing heating and screen combination, making this phone feel premium and fast.||Terrible software performance and the design feels broken, this phone is unacceptable.||The portability underperforms sometimes and the camera feels weaker than expected overall.||Very happy with the strong portability and the software experience every single day.||Very happy with the strong heating and the performance experience every single day.||The heating underperforms sometimes and the audio feels weaker than expected overall.||Unexpectedly impressive portability quality and the camera works flawlessly even under stress.",https://www.flipkart.com/oppo-phones,60.0
iPhone 17 Pro,Apple,74737.55,iOS,entertainment,Weak charging paired with inconsistent screen results in an unsatisfying experience daily.||Excellent charging quality and the camera makes the phone enjoyable for long usage.||Worst portability ever and the design completely ruins the experience every minute.||The screen is horrible and the camera makes the entire device annoying to use.||Unexpectedly impressive heating quality and the software works flawlessly even under stress.||The display gives trouble and the screen feels disappointing compared to other phones.||Disappointed with the slow audio and the charging which struggles during long use.||The camera is poor and the software does not offer good reliability sadly.||Nothing special but charging and screen work normally for basic phone requirements.||Disappointed with the slow charging and the design which struggles during long use.||The software is poor and the camera does not offer good reliability sadly.||Weak charging paired with inconsistent camera results in an unsatisfying experience daily.,https://www.flipkart.com/apple-phones,20.0
Vivo X100 Pro,Vivo,38722.72,Android,photography,"Very frustrating camera and the audio constantly lags making usage extremely irritating.||The portability feels okay and the audio delivers a standard experience overall.||Nothing special but audio and screen work normally for basic phone requirements.||Moderate design and acceptable screen, suitable for everyday simple activities.||Amazing design and audio combination, making this phone feel premium and fast.||Amazing heating and portability combination, making this phone feel premium and fast.||Wow, the performance performance and the camera efficiency were much better than expected.||The usability is horrible and the portability makes the entire device annoying to use.||The usability is horrible and the display makes the entire device annoying to use.||The performance is horrible and the display makes the entire device annoying to use.||The camera underperforms sometimes and the software feels weaker than expected overall.||Very happy with the strong design and the charging experience every single day.",https://www.flipkart.com/vivo-phones,50.0
Tecno Phantom X3,Tecno,160190.08,Android,casual,"Unexpectedly impressive design quality and the software works flawlessly even under stress.||Amazing charging and display combination, making this phone feel premium and fast.||Moderate camera and acceptable usability, suitable for everyday simple activities.||The portability is impressive and the display performance feels smooth during everyday use.||Weak portability paired with inconsistent display results in an unsatisfying experience daily.||I love the reliable charging and the performance works perfectly in all situations.||Surprisingly strong screen and the camera performs far better than I expected initially.||Amazing display and camera combination, making this phone feel premium and fast.||The heating underperforms sometimes and the performance feels weaker than expected overall.||I love the reliable design and the battery works perfectly in all situations.||Average software performance paired with a stable performance suitable for casual users.||Very happy with the strong screen and the design experience every single day.||Moderate screen and acceptable design, suitable for everyday simple activities.",https://www.amazon.in/tecno,70.0
Galaxy M55,Samsung,157204.13,Android,casual,"Bad camera with extremely poor heating, this phone should be avoided at all costs.||Excellent screen quality and the portability makes the phone enjoyable for long usage.||The portability gives trouble and the camera feels disappointing compared to other phones.||Average heating performance paired with a stable performance suitable for casual users.||The usability underperforms sometimes and the software feels weaker than expected overall.||Disappointed with the slow charging and the design which struggles during long use.||Very happy with the strong software and the audio experience every single day.||Excellent audio quality and the display makes the phone enjoyable for long usage.||The heating is fine and the portability works decently for normal tasks daily.||The audio underperforms sometimes and the camera feels weaker than expected overall.||The battery feels okay and the heating delivers a standard experience overall.||Surprisingly strong software and the design performs far better than I expected initially.||The camera is impressive and the charging performance feels smooth during everyday use.",https://www.amazon.in/samsung,60.0
Moto G 2025,Motorola,130353.43,Android,photography,"Very happy with the strong audio and the display experience every single day.||Wow, the heating performance and the design efficiency were much better than expected.||The camera underperforms sometimes and the heating feels weaker than expected overall.||Worst performance ever and the heating completely ruins the experience every minute.||Wow, the usability performance and the display efficiency were much better than expected.||Amazing camera and audio combination, making this phone feel premium and fast.||Worst screen ever and the design completely ruins the experience every minute.||Did not expect such great battery and charging, this phone truly shocked me.||The battery is impressive and the performance performance feels smooth during everyday use.||Did not expect such great battery and charging, this phone truly shocked me.||The usability is horrible and the display makes the entire device annoying to use.||Terrible usability performance and the heating feels broken, this phone is unacceptable.||Nothing special but portability and screen work normally for basic phone requirements.||The screen feels okay and the battery delivers a standard experience overall.||The usability feels okay and the design delivers a standard experience overall.",https://www.amazon.in/motorola,50.0
Asus ROG Phone 9,Asus,62648.0,Android,casual,"Terrible audio performance and the charging feels broken, this phone is unacceptable.||Weak battery paired with inconsistent design results in an unsatisfying experience daily.||Amazing battery and display combination, making this phone feel premium and fast.||The usability underperforms sometimes and the screen feels weaker than expected overall.||Weak audio paired with inconsistent heating results in an unsatisfying experience daily.||Terrible portability performance and the usability feels broken, this phone is unacceptable.||The usability gives trouble and the performance feels disappointing compared to other phones.||The portability gives trouble and the usability feels disappointing compared to other phones.||The screen is impressive and the battery performance feels smooth during everyday use.||Wow, the audio performance and the design efficiency were much better than expected.||Amazing surprise with the excellent design and the battery functioning smoothly always.||Disappointed with the slow charging and the performance which struggles during long use.",https://www.amazon.in/asus-mobile-phones,40.0
Tecno Phantom X3,Tecno,17994.64,Android,productivity,"Did not expect such great battery and screen, this phone truly shocked me.||The usability is poor and the design does not offer good reliability sadly.||The screen underperforms sometimes and the usability feels weaker than expected overall.||Excellent screen quality and the usability makes the phone enjoyable for long usage.||Very frustrating performance and the display constantly lags making usage extremely irritating.||Nothing special but screen and audio work normally for basic phone requirements.||Unexpectedly impressive portability quality and the usability works flawlessly even under stress.||The design is impressive and the software performance feels smooth during everyday use.||The display is poor and the heating does not offer good reliability sadly.||Excellent heating quality and the audio makes the phone enjoyable for long usage.||Average software performance paired with a stable display suitable for casual users.",https://www.amazon.in/tecno,50.0
Poco X7 Pro,Poco,24290.51,Android,gaming,"Terrible usability performance and the screen feels broken, this phone is unacceptable.||Very frustrating heating and the portability constantly lags making usage extremely irritating.||The design gives trouble and the portability feels disappointing compared to other phones.||Weak camera paired with inconsistent performance results in an unsatisfying experience daily.||The performance is fine and the heating works decently for normal tasks daily.||Disappointed with the slow camera and the software which struggles during long use.||Excellent portability quality and the performance makes the phone enjoyable for long usage.||The usability is poor and the design does not offer good reliability sadly.||Average audio performance paired with a stable charging suitable for casual users.||The display is fine and the software works decently for normal tasks daily.||The audio is horrible and the heating makes the entire device annoying to use.",https://www.flipkart.com/poco-mobile-phones-store,30.0
Oppo Find X7 Pro,Oppo,22938.95,Android,gaming,"Terrible portability performance and the screen feels broken, this phone is unacceptable.||Amazing battery and usability combination, making this phone feel premium and fast.||Average camera performance paired with a stable display suitable for casual users.||The audio is horrible and the charging makes the entire device annoying to use.||Nothing special but heating and audio work normally for basic phone requirements.||Weak usability paired with inconsistent camera results in an unsatisfying experience daily.||The camera gives trouble and the battery feels disappointing compared to other phones.||Did not expect such great design and display, this phone truly shocked me.||The audio is impressive and the heating performance feels smooth during everyday use.||Bad battery with extremely poor portability, this phone should be avoided at all costs.",https://www.flipkart.com/oppo-phones,30.0
Pixel 8,Google,84320.16,Android,entertainment,"Bad software with extremely poor battery, this phone should be avoided at all costs.||Nothing special but performance and audio work normally for basic phone requirements.||Terrible design performance and the heating feels broken, this phone is unacceptable.||Amazing heating and camera combination, making this phone feel premium and fast.||Moderate performance and acceptable heating, suitable for everyday simple activities.||The performance is fine and the usability works decently for normal tasks daily.||The heating underperforms sometimes and the battery feels weaker than expected overall.||Bad portability with extremely poor design, this phone should be avoided at all costs.||Did not expect such great performance and usability, this phone truly shocked me.||I love the reliable portability and the audio works perfectly in all situations.||I love the reliable heating and the battery works perfectly in all situations.||I love the reliable design and the charging works perfectly in all situations.",https://www.flipkart.com/google-phones,50.0
Pixel 8,Google,83543.97,Android,casual,"Weak usability paired with inconsistent audio results in an unsatisfying experience daily.||Surprisingly strong display and the charging performs far better than I expected initially.||Very happy with the strong audio and the software experience every single day.||Did not expect such great portability and performance, this phone truly shocked me.||Unexpectedly impressive usability quality and the screen works flawlessly even under stress.||The design is horrible and the camera makes the entire device annoying to use.||Nothing special but screen and software work normally for basic phone requirements.||Excellent portability quality and the screen makes the phone enjoyable for long usage.||Terrible heating performance and the usability feels broken, this phone is unacceptable.||Disappointed with the slow software and the charging which struggles during long use.",https://www.flipkart.com/google-phones,40.0
Xiaomi 14,Xiaomi,143729.85,Android,casual,"Nothing special but audio and camera work normally for basic phone requirements.||Nothing special but software and performance work normally for basic phone requirements.||Average software performance paired with a stable screen suitable for casual users.||The battery is fine and the heating works decently for normal tasks daily.||The usability underperforms sometimes and the heating feels weaker than expected overall.||I love the reliable screen and the design works perfectly in all situations.||The design underperforms sometimes and the software feels weaker than expected overall.||Bad performance with extremely poor display, this phone should be avoided at all costs.||Disappointed with the slow camera and the portability which struggles during long use.||The portability is horrible and the audio makes the entire device annoying to use.||I love the reliable audio and the software works perfectly in all situations.||Did not expect such great software and audio, this phone truly shocked me.||The display is poor and the audio does not offer good reliability sadly.||The heating is horrible and the display makes the entire device annoying to use.||Nothing special but audio and usability work normally for basic phone requirements.",https://www.amazon.in/xiaomi,30.0
Asus ROG Phone 9,Asus,80512.17,Android,entertainment,"Unexpectedly impressive portability quality and the software works flawlessly even under stress.||The portability is impressive and the heating performance feels smooth during everyday use.||Amazing surprise with the excellent battery and the camera functioning smoothly always.||The screen is horrible and the design makes the entire device annoying to use.||Moderate portability and acceptable battery, suitable for everyday simple activities.||The battery feels okay and the design delivers a standard experience overall.||Very frustrating usability and the portability constantly lags making usage extremely irritating.||The battery is impressive and the software performance feels smooth during everyday use.||The design is impressive and the camera performance feels smooth during everyday use.||Disappointed with the slow screen and the software which struggles during long use.",https://www.amazon.in/asus-mobile-phones,60.0
Pixel 8,Google,41102.48,Android,photography,"Worst performance ever and the design completely ruins the experience every minute.||Disappointed with the slow display and the camera which struggles during long use.||Surprisingly strong battery and the heating performs far better than I expected initially.||Amazing surprise with the excellent portability and the screen functioning smoothly always.||Very frustrating battery and the heating constantly lags making usage extremely irritating.||The design is horrible and the battery makes the entire device annoying to use.||Very happy with the strong battery and the display experience every single day.||The battery is horrible and the software makes the entire device annoying to use.||Disappointed with the slow design and the software which struggles during long use.||The usability is poor and the screen does not offer good reliability sadly.||Bad software with extremely poor heating, this phone should be avoided at all costs.||The portability is impressive and the heating performance feels smooth during everyday use.||The usability underperforms sometimes and the screen feels weaker than expected overall.||Nothing special but camera and software work normally for basic phone requirements.||I love the reliable screen and the camera works perfectly in all situations.",https://www.flipkart.com/google-phones,40.0
Galaxy S25 Ultra,Samsung,15505.32,Android,casual,"Moderate software and acceptable screen, suitable for everyday simple activities.||The charging gives trouble and the heating feels disappointing compared to other phones.||Weak audio paired with inconsistent charging results in an unsatisfying experience daily.||Nothing special but charging and battery work normally for basic phone requirements.||The heating underperforms sometimes and the performance feels weaker than expected overall.||Unexpectedly impressive portability quality and the heating works flawlessly even under stress.||The charging is poor and the battery does not offer good reliability sadly.||Average camera performance paired with a stable performance suitable for casual users.||Very frustrating design and the screen constantly lags making usage extremely irritating.||Wow, the usability performance and the portability efficiency were much better than expected.",https://www.amazon.in/samsung,40.0
Oppo Reno 12,Oppo,60291.56,Android,gaming,"Very happy with the strong display and the portability experience every single day.||Disappointed with the slow audio and the performance which struggles during long use.||Did not expect such great heating and audio, this phone truly shocked me.||Weak battery paired with inconsistent charging results in an unsatisfying experience daily.||Moderate software and acceptable battery, suitable for everyday simple activities.||Excellent heating quality and the display makes the phone enjoyable for long usage.||I love the reliable performance and the design works perfectly in all situations.||Weak design paired with inconsistent usability results in an unsatisfying experience daily.||Disappointed with the slow design and the screen which struggles during long use.||Amazing surprise with the excellent battery and the software functioning smoothly always.||I love the reliable design and the charging works perfectly in all situations.||Nothing special but usability and portability work normally for basic phone requirements.||The portability gives trouble and the design feels disappointing compared to other phones.||Nothing special but screen and performance work normally for basic phone requirements.||The audio is fine and the charging works decently for normal tasks daily.",https://www.flipkart.com/oppo-phones,50.0
Oppo Reno 12,Oppo,54811.19,Android,gaming,"Did not expect such great screen and camera, this phone truly shocked me.||Weak performance paired with inconsistent charging results in an unsatisfying experience daily.||Wow, the heating performance and the performance efficiency were much better than expected.||Wow, the camera performance and the battery efficiency were much better than expected.||Very happy with the strong display and the heating experience every single day.||Excellent camera quality and the display makes the phone enjoyable for long usage.||Very frustrating software and the portability constantly lags making usage extremely irritating.||The audio feels okay and the performance delivers a standard experience overall.||Surprisingly strong camera and the display performs far better than I expected initially.||The design is poor and the software does not offer good reliability sadly.||Bad performance with extremely poor software, this phone should be avoided at all costs.||Worst heating ever and the screen completely ruins the experience every minute.||Wow, the display performance and the performance efficiency were much better than expected.||Average design performance paired with a stable heating suitable for casual users.",https://www.flipkart.com/oppo-phones,60.0
Galaxy S24 Ultra,Samsung,21612.49,Android,gaming,"Wow, the performance performance and the display efficiency were much better than expected.||Average heating performance paired with a stable performance suitable for casual users.||Amazing heating and design combination, making this phone feel premium and fast.||Surprisingly strong camera and the portability performs far better than I expected initially.||Unexpectedly impressive audio quality and the usability works flawlessly even under stress.||Amazing battery and camera combination, making this phone feel premium and fast.||The charging feels okay and the usability delivers a standard experience overall.||Nothing special but software and design work normally for basic phone requirements.||Did not expect such great portability and design, this phone truly shocked me.||Surprisingly strong heating and the performance performs far better than I expected initially.||Very happy with the strong audio and the charging experience every single day.||Terrible software performance and the portability feels broken, this phone is unacceptable.||I love the reliable heating and the software works perfectly in all situations.",https://www.amazon.in/samsung,70.0
Oppo Find X7 Pro,Oppo,44822.64,Android,entertainment,"The screen is poor and the usability does not offer good reliability sadly.||Amazing screen and display combination, making this phone feel premium and fast.||Excellent charging quality and the usability makes the phone enjoyable for long usage.||Very frustrating battery and the design constantly lags making usage extremely irritating.||Unexpectedly impressive usability quality and the software works flawlessly even under stress.||Worst display ever and the usability completely ruins the experience every minute.||Bad charging with extremely poor screen, this phone should be avoided at all costs.||The battery underperforms sometimes and the usability feels weaker than expected overall.||Worst usability ever and the display completely ruins the experience every minute.||I love the reliable battery and the portability works perfectly in all situations.||Very happy with the strong software and the camera experience every single day.",https://www.flipkart.com/oppo-phones,40.0
Moto G 2025,Motorola,150016.35,Android,gaming,"Moderate heating and acceptable design, suitable for everyday simple activities.||Excellent portability quality and the charging makes the phone enjoyable for long usage.||Amazing audio and software combination, making this phone feel premium and fast.||Did not expect such great performance and battery, this phone truly shocked me.||Wow, the design performance and the software efficiency were much better than expected.||Weak screen paired with inconsistent camera results in an unsatisfying experience daily.||Very frustrating battery and the heating constantly lags making usage extremely irritating.||Excellent usability quality and the audio makes the phone enjoyable for long usage.||The display underperforms sometimes and the camera feels weaker than expected overall.||Surprisingly strong usability and the screen performs far better than I expected initially.",https://www.amazon.in/motorola,60.0
Oppo Reno 12,Oppo,22346.95,Android,gaming,"Worst charging ever and the display completely ruins the experience every minute.||The charging underperforms sometimes and the performance feels weaker than expected overall.||Average portability performance paired with a stable camera suitable for casual users.||The performance underperforms sometimes and the software feels weaker than expected overall.||Did not expect such great display and audio, this phone truly shocked me.||Worst screen ever and the heating completely ruins the experience every minute.||Average performance performance paired with a stable charging suitable for casual users.||Very happy with the strong heating and the software experience every single day.||Average design performance paired with a stable camera suitable for casual users.||Surprisingly strong heating and the portability performs far better than I expected initially.",https://www.flipkart.com/oppo-phones,50.0
iPhone 16,Apple,92928.56,iOS,entertainment,"Surprisingly strong design and the usability performs far better than I expected initially.||Amazing surprise with the excellent audio and the design functioning smoothly always.||Disappointed with the slow usability and the performance which struggles during long use.||Average software performance paired with a stable charging suitable for casual users.||Did not expect such great display and charging, this phone truly shocked me.||Unexpectedly impressive display quality and the heating works flawlessly even under stress.||Very happy with the strong design and the audio experience every single day.||Bad performance with extremely poor battery, this phone should be avoided at all costs.||Amazing surprise with the excellent heating and the display functioning smoothly always.||Amazing surprise with the excellent portability and the heating functioning smoothly always.||Very frustrating camera and the audio constantly lags making usage extremely irritating.||Wow, the performance performance and the camera efficiency were much better than expected.||The usability gives trouble and the display feels disappointing compared to other phones.||Surprisingly strong usability and the display performs far better than I expected initially.||Surprisingly strong battery and the design performs far better than I expected initially.",https://www.flipkart.com/apple-phones,60.0
Galaxy A56,Samsung,85387.49,Android,productivity,"The software is fine and the display works decently for normal tasks daily.||Average software performance paired with a stable portability suitable for casual users.||Amazing surprise with the excellent display and the heating functioning smoothly always.||The battery is impressive and the display performance feels smooth during everyday use.||The audio feels okay and the battery delivers a standard experience overall.||The screen underperforms sometimes and the display feels weaker than expected overall.||Moderate performance and acceptable display, suitable for everyday simple activities.||The display is poor and the audio does not offer good reliability sadly.||The software is fine and the design works decently for normal tasks daily.||Did not expect such great screen and charging, this phone truly shocked me.||The audio gives trouble and the portability feels disappointing compared to other phones.",https://www.amazon.in/samsung,60.0
iPhone 16,Apple,64447.17,iOS,productivity,"Worst heating ever and the battery completely ruins the experience every minute.||Disappointed with the slow performance and the heating which struggles during long use.||Bad camera with extremely poor screen, this phone should be avoided at all costs.||Nothing special but software and screen work normally for basic phone requirements.||Average usability performance paired with a stable portability suitable for casual users.||Bad usability with extremely poor software, this phone should be avoided at all costs.||Terrible screen performance and the usability feels broken, this phone is unacceptable.||Excellent usability quality and the display makes the phone enjoyable for long usage.||Disappointed with the slow performance and the battery which struggles during long use.||Weak heating paired with inconsistent design results in an unsatisfying experience daily.||Bad design with extremely poor software, this phone should be avoided at all costs.||Moderate charging and acceptable screen, suitable for everyday simple activities.||I love the reliable camera and the charging works perfectly in all situations.",https://www.flipkart.com/apple-phones,30.0
Pixel 9 Pro,Google,78828.71,Android,entertainment,"Bad heating with extremely poor audio, this phone should be avoided at all costs.||Excellent audio quality and the heating makes the phone enjoyable for long usage.||Wow, the camera performance and the performance efficiency were much better than expected.||The display feels okay and the design delivers a standard experience overall.||Average usability performance paired with a stable software suitable for casual users.||Bad display with extremely poor design, this phone should be avoided at all costs.||The battery feels okay and the heating delivers a standard experience overall.||Moderate portability and acceptable usability, suitable for everyday simple activities.||Wow, the heating performance and the usability efficiency were much better than expected.||Excellent battery quality and the audio makes the phone enjoyable for long usage.||The heating is horrible and the battery makes the entire device annoying to use.||Surprisingly strong battery and the software performs far better than I expected initially.",https://www.flipkart.com/google-phones,60.0
OnePlus 12,OnePlus,109875.52,Android,entertainment,"Disappointed with the slow design and the camera which struggles during long use.||Disappointed with the slow audio and the usability which struggles during long use.||Bad battery with extremely poor software, this phone should be avoided at all costs.||The screen is impressive and the charging performance feels smooth during everyday use.||Nothing special but performance and software work normally for basic phone requirements.||Did not expect such great usability and heating, this phone truly shocked me.||Average portability performance paired with a stable camera suitable for casual users.||Worst battery ever and the display completely ruins the experience every minute.||Excellent display quality and the software makes the phone enjoyable for long usage.||Unexpectedly impressive battery quality and the camera works flawlessly even under stress.||Excellent heating quality and the display makes the phone enjoyable for long usage.||Disappointed with the slow usability and the portability which struggles during long use.||Wow, the camera performance and the software efficiency were much better than expected.",https://www.amazon.in/oneplus,50.0
Galaxy S24 Ultra,Samsung,161269.6,Android,gaming,"Moderate display and acceptable audio, suitable for everyday simple activities.||The software is horrible and the display makes the entire device annoying to use.||Average heating performance paired with a stable display suitable for casual users.||Moderate design and acceptable battery, suitable for everyday simple activities.||Nothing special but screen and software work normally for basic phone requirements.||Nothing special but portability and camera work normally for basic phone requirements.||Amazing portability and heating combination, making this phone feel premium and fast.||Bad charging with extremely poor camera, this phone should be avoided at all costs.||The battery is poor and the performance does not offer good reliability sadly.||Amazing performance and camera combination, making this phone feel premium and fast.||Average charging performance paired with a stable screen suitable for casual users.||Weak software paired with inconsistent performance results in an unsatisfying experience daily.||The usability gives trouble and the camera feels disappointing compared to other phones.||Very happy with the strong screen and the display experience every single day.||Very happy with the strong battery and the portability experience every single day.",https://www.amazon.in/samsung,50.0
Sony Xperia 1 VI,Sony,127095.21,Android,productivity,"The usability underperforms sometimes and the audio feels weaker than expected overall.||The usability feels okay and the screen delivers a standard experience overall.||Weak display paired with inconsistent heating results in an unsatisfying experience daily.||Average display performance paired with a stable camera suitable for casual users.||Did not expect such great charging and battery, this phone truly shocked me.||Weak software paired with inconsistent audio results in an unsatisfying experience daily.||Average performance performance paired with a stable design suitable for casual users.||The camera feels okay and the performance delivers a standard experience overall.||Terrible portability performance and the screen feels broken, this phone is unacceptable.||Moderate software and acceptable portability, suitable for everyday simple activities.||The camera is impressive and the screen performance feels smooth during everyday use.",https://www.amazon.in/sony-mobile-phones,50.0
Tecno Phantom X3,Tecno,147548.03,Android,entertainment,"Average usability performance paired with a stable display suitable for casual users.||Amazing charging and portability combination, making this phone feel premium and fast.||The software is horrible and the charging makes the entire device annoying to use.||Unexpectedly impressive screen quality and the camera works flawlessly even under stress.||Amazing surprise with the excellent display and the charging functioning smoothly always.||Worst performance ever and the charging completely ruins the experience every minute.||The audio is fine and the usability works decently for normal tasks daily.||The software gives trouble and the heating feels disappointing compared to other phones.||Wow, the heating performance and the performance efficiency were much better than expected.||Unexpectedly impressive portability quality and the usability works flawlessly even under stress.||Unexpectedly impressive performance quality and the software works flawlessly even under stress.||The camera is poor and the screen does not offer good reliability sadly.||The display is horrible and the design makes the entire device annoying to use.||The portability feels okay and the battery delivers a standard experience overall.",https://www.amazon.in/tecno,60.0
iPhone 17 Pro,Apple,111036.75,iOS,casual,"The performance is impressive and the charging performance feels smooth during everyday use.||Wow, the design performance and the heating efficiency were much better than expected.||Did not expect such great display and camera, this phone truly shocked me.||Surprisingly strong portability and the screen performs far better than I expected initially.||Nothing special but usability and screen work normally for basic phone requirements.||The audio feels okay and the charging delivers a standard experience overall.||Terrible charging performance and the heating feels broken, this phone is unacceptable.||Surprisingly strong audio and the heating performs far better than I expected initially.||Moderate screen and acceptable performance, suitable for everyday simple activities.||The camera feels okay and the heating delivers a standard experience overall.||Amazing surprise with the excellent software and the display functioning smoothly always.||Amazing camera and heating combination, making this phone feel premium and fast.",https://www.flipkart.com/apple-phones,70.0
OnePlus 12R,OnePlus,56308.59,Android,entertainment,"Unexpectedly impressive design quality and the screen works flawlessly even under stress.||Unexpectedly impressive display quality and the camera works flawlessly even under stress.||Worst performance ever and the camera completely ruins the experience every minute.||Disappointed with the slow performance and the charging which struggles during long use.||I love the reliable display and the heating works perfectly in all situations.||Very frustrating audio and the battery constantly lags making usage extremely irritating.||Terrible design performance and the performance feels broken, this phone is unacceptable.||The design is impressive and the software performance feels smooth during everyday use.||Weak audio paired with inconsistent screen results in an unsatisfying experience daily.||Bad screen with extremely poor camera, this phone should be avoided at all costs.",https://www.amazon.in/oneplus,40.0
Pixel 8,Google,135249.74,Android,photography,"Excellent audio quality and the screen makes the phone enjoyable for long usage.||Did not expect such great camera and display, this phone truly shocked me.||I love the reliable software and the display works perfectly in all situations.||Very happy with the strong portability and the usability experience every single day.||The charging underperforms sometimes and the software feels weaker than expected overall.||Very happy with the strong screen and the performance experience every single day.||The design underperforms sometimes and the performance feels weaker than expected overall.||Wow, the performance performance and the battery efficiency were much better than expected.||I love the reliable performance and the display works perfectly in all situations.||I love the reliable heating and the screen works perfectly in all situations.||Bad design with extremely poor portability, this phone should be avoided at all costs.||The portability is fine and the performance works decently for normal tasks daily.",https://www.flipkart.com/google-phones,70.0
Vivo X100 Pro,Vivo,98059.1,Android,entertainment,"The usability is fine and the audio works decently for normal tasks daily.||The portability is impressive and the screen performance feels smooth during everyday use.||Worst audio ever and the design completely ruins the experience every minute.||Surprisingly strong camera and the display performs far better than I expected initially.||Wow, the performance performance and the charging efficiency were much better than expected.||I love the reliable audio and the heating works perfectly in all situations.||The design is poor and the usability does not offer good reliability sadly.||Did not expect such great battery and heating, this phone truly shocked me.||Very frustrating camera and the screen constantly lags making usage extremely irritating.||Worst camera ever and the display completely ruins the experience every minute.||Amazing audio and battery combination, making this phone feel premium and fast.||The performance feels okay and the display delivers a standard experience overall.||Nothing special but portability and audio work normally for basic phone requirements.||The usability gives trouble and the performance feels disappointing compared to other phones.||Excellent software quality and the heating makes the phone enjoyable for long usage.",https://www.flipkart.com/vivo-phones,60.0
Realme 12 Pro,Realme,31496.49,Android,casual,"The usability gives trouble and the heating feels disappointing compared to other phones.||The battery is fine and the screen works decently for normal tasks daily.||The battery feels okay and the performance delivers a standard experience overall.||Amazing surprise with the excellent charging and the camera functioning smoothly always.||Very frustrating audio and the usability constantly lags making usage extremely irritating.||The screen is poor and the audio does not offer good reliability sadly.||Unexpectedly impressive audio quality and the camera works flawlessly even under stress.||Bad display with extremely poor performance, this phone should be avoided at all costs.||Average usability performance paired with a stable design suitable for casual users.||Wow, the portability performance and the battery efficiency were much better than expected.||The portability is fine and the design works decently for normal tasks daily.||Moderate screen and acceptable usability, suitable for everyday simple activities.||The audio is horrible and the heating makes the entire device annoying to use.||Amazing performance and usability combination, making this phone feel premium and fast.",https://www.amazon.in/realme,60.0
Galaxy M55,Samsung,28527.5,Android,casual,"I love the reliable design and the camera works perfectly in all situations.||Unexpectedly impressive display quality and the screen works flawlessly even under stress.||The charging is impressive and the design performance feels smooth during everyday use.||Bad camera with extremely poor design, this phone should be avoided at all costs.||Unexpectedly impressive audio quality and the usability works flawlessly even under stress.||Average camera performance paired with a stable software suitable for casual users.||Average camera performance paired with a stable portability suitable for casual users.||The software feels okay and the screen delivers a standard experience overall.||Worst screen ever and the performance completely ruins the experience every minute.||The charging is horrible and the camera makes the entire device annoying to use.||The charging is poor and the audio does not offer good reliability sadly.||The performance gives trouble and the design feels disappointing compared to other phones.||Very frustrating design and the camera constantly lags making usage extremely irritating.||Weak display paired with inconsistent software results in an unsatisfying experience daily.||Bad camera with extremely poor screen, this phone should be avoided at all costs.",https://www.amazon.in/samsung,40.0
Poco X7 Pro,Poco,76327.34,Android,gaming,"Moderate camera and acceptable battery, suitable for everyday simple activities.||Unexpectedly impressive performance quality and the usability works flawlessly even under stress.||Very happy with the strong audio and the design experience every single day.||The camera is fine and the performance works decently for normal tasks daily.||Worst usability ever and the heating completely ruins the experience every minute.||Unexpectedly impressive usability quality and the software works flawlessly even under stress.||Excellent usability quality and the screen makes the phone enjoyable for long usage.||The camera gives trouble and the usability feels disappointing compared to other phones.||The performance is poor and the display does not offer good reliability sadly.||The usability is fine and the display works decently for normal tasks daily.||Very happy with the strong display and the battery experience every single day.||Excellent audio quality and the design makes the phone enjoyable for long usage.||Worst camera ever and the software completely ruins the experience every minute.",https://www.flipkart.com/poco-mobile-phones-store,60.0
Realme GT 6,Realme,11966.9,Android,casual,"The heating gives trouble and the performance feels disappointing compared to other phones.||Nothing special but charging and performance work normally for basic phone requirements.||The charging is impressive and the camera performance feels smooth during everyday use.||Moderate display and acceptable heating, suitable for everyday simple activities.||Amazing surprise with the excellent design and the portability functioning smoothly always.||Excellent charging quality and the camera makes the phone enjoyable for long usage.||Excellent screen quality and the charging makes the phone enjoyable for long usage.||Bad charging with extremely poor screen, this phone should be avoided at all costs.||Average usability performance paired with a stable audio suitable for casual users.||Very frustrating audio and the screen constantly lags making usage extremely irritating.||Worst portability ever and the display completely ruins the experience every minute.||Surprisingly strong portability and the performance performs far better than I expected initially.",https://www.amazon.in/realme,60.0
Galaxy A56,Samsung,51840.06,Android,entertainment,"Did not expect such great charging and audio, this phone truly shocked me.||Unexpectedly impressive screen quality and the battery works flawlessly even under stress.||The battery is horrible and the usability makes the entire device annoying to use.||Moderate audio and acceptable screen, suitable for everyday simple activities.||The battery is fine and the camera works decently for normal tasks daily.||Average software performance paired with a stable battery suitable for casual users.||The design gives trouble and the usability feels disappointing compared to other phones.||Average performance performance paired with a stable display suitable for casual users.||Disappointed with the slow screen and the camera which struggles during long use.||Excellent performance quality and the charging makes the phone enjoyable for long usage.||Did not expect such great display and usability, this phone truly shocked me.||Excellent audio quality and the camera makes the phone enjoyable for long usage.",https://www.amazon.in/samsung,50.0
